Date,title,category,account,amount,currency,type,transfer-amount,transfer-currency,to-account,receive-amount,receive-currency,description,due-date,id
2024-03-31 18:34:00.000,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,411136d0-fc08-4266-acba-d1006d6e192e
2024-03-31 18:34:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,ee4fd400-7140-47df-ab4b-3716b705b24e
2024-03-31 17:00:28.422,Baba,Bills & Fees,Salary Bank,"1,700.00",INR,EXPENSE,,,,,,,,680d5b03-3f8e-4af0-9b78-d5bed3643c1c
2024-03-31 13:58:13.008,Shoes,Bills & Fees,Salary Bank,"2,499.00",INR,EXPENSE,,,,,,,,ba26720e-7166-4de2-b3eb-fd3f584c7480
2024-03-31 12:45:00.691,Haircut,Bills & Fees,Salary Bank,150.00,INR,EXPENSE,,,,,,,,6c4b7d01-9c99-4b44-965e-19fa240d4f40
2024-03-30 03:09:01.045,Chotu,Bills & Fees,Cash,100.00,INR,EXPENSE,,,,,,,,e9922e06-03a2-481a-b1ad-7e5f3103c331
2024-03-29 18:47:00.000,Snacks,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,,,,,,,,8757b497-c06b-4443-b4b7-9ca049f76c0f
2024-03-29 15:27:48.850,Maa,Bills & Fees,Salary Bank,"13,000.00",INR,EXPENSE,,,,,,,,cbcbc73b-cffb-49dd-ab94-cc919801ddef
2024-03-29 15:27:39.829,Breakfast,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,8ed18456-97ee-46ac-aae8-cfc341aef822
2024-03-28 11:31:59.355,Petrol,Bills & Fees,Salary Bank,100.00,INR,EXPENSE,,,,,,,,aa003083-8c02-4991-8ede-530d13933bb4
2024-03-28 10:58:48.815,Snacks,Food & Drinks,Salary Bank,250.00,INR,EXPENSE,,,,,,,,efa39518-8a43-4e57-b9bc-973892e84bea
2024-03-28 06:39:45.408,Settle,,Salary Bank,5.00,INR,EXPENSE,,,,,,,,fe27a98e-2d07-48d0-ad58-f05d4939f2ca
2024-03-28 06:38:50.642,Salary,Bills & Fees,Salary Bank,"22,700.00",INR,INCOME,,,,,,,,a7be4577-1c79-470a-9b9f-f8901cd5c58e
2024-03-28 06:38:12.426,Transfer,,Salary Bank,0.00,INR,TRANSFER,"4,123.00",INR,Savings Bank,"4,123.00",INR,,,904fab18-9b7d-4984-9c00-1312bd9a96b6
2024-03-27 15:39:26.573,Ice cream,Food & Drinks,Cash,70.00,INR,EXPENSE,,,,,,,,841c07c5-e7e2-4566-9516-96d5f1ead847
2024-03-26 16:59:57.985,Juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,,,,,,,,9c0fe60e-ac97-4502-b9ab-c31dc240e173
2024-03-26 16:59:46.122,Auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,a1d360ab-6273-4642-ad39-10d19ba8db47
2024-03-25 15:53:52.918,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,ffcb6133-537a-4421-9097-c97ec0936aa3
2024-03-25 13:17:40.044,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,2a49ae2e-2449-4a87-aaf7-ab92e2a066a1
2024-03-25 13:17:15.511,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,ec34f5cc-a926-4894-bc1d-382bbbbcf14f
2024-03-25 13:17:13.755,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,71741307-625d-493a-82a1-1f38440b088a
2024-03-25 13:17:10.519,Recharge,,Cash,0.00,INR,TRANSFER,200.00,INR,Metro Card,200.00,INR,,,58b1c7e6-fc56-4c37-81cc-4f7fc18f6c5d
2024-03-24 16:40:59.707,Adjust balance,,Salary Bank,105.00,INR,EXPENSE,,,,,,,,266daf7d-9d01-4dbd-b858-a530c67f97fe
2024-03-22 13:26:42.165,Bus,Transport,Cash,30.00,INR,EXPENSE,,,,,,,,ae5713d1-7827-4e4e-bc54-5f1bbcef05aa
2024-03-22 13:26:34.794,Juice,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,,,,,,,,8daf75ef-e618-4896-8ac5-4450d89d4c6f
2024-03-22 13:26:28.610,Snacks,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,,,,,,,,d96ead87-603d-4cd8-91e8-c4a0adbcfe53
2024-03-22 13:26:21.200,Withdraw,,Salary Bank,0.00,INR,TRANSFER,500.00,INR,Cash,500.00,INR,,,364df0cf-66f8-4a2b-9d89-e7f3dce4dcc4
2024-03-22 13:26:06.797,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,6e9332c0-9bf8-40d3-9938-037d727e7f20
2024-03-21 14:54:03.976,Baba,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,,,,,,,,c0e14014-4631-436b-85e0-8550435fa129
2024-03-21 10:09:12.859,Recharge,Bills & Fees,Salary Bank,259.00,INR,EXPENSE,,,,,,,,50fd698c-38d6-44b4-a1ed-493fa5706446
2024-03-21 10:07:32.266,Maa,Bills & Fees,Salary Bank,"2,000.00",INR,INCOME,,,,,,,,8274c1c3-e626-437d-acf5-ad258be714b5
2024-03-21 10:05:14.371,Stonks,Bills & Fees,Salary Bank,230.00,INR,EXPENSE,,,,,,,,a7c3aab2-ec15-4525-b66a-0f979bd1987f
2024-03-21 10:04:54.277,Petrol,Transport,Salary Bank,200.00,INR,EXPENSE,,,,,,,,c5b49577-75a9-4001-aadb-4b54ec878b87
2024-03-19 18:44:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,ba5e8072-3901-4d13-8bc9-d3a3cc065263
2024-03-19 18:43:00.000,Snacks,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,,,,,,,,621b521d-e327-4e91-bcfa-4af0110ded62
2024-03-19 07:06:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,65c23e96-b7d0-41db-94c1-021911fbfd93
2024-03-19 07:06:00.000,Shawarma 🌯,Food & Drinks,Salary Bank,260.00,INR,EXPENSE,,,,,,,,4ca12ed6-ed5c-4a30-899b-a9b118b48ff7
2024-03-19 06:05:26.422,Bus pass,Bills & Fees,Salary Bank,430.00,INR,EXPENSE,,,,,,,,162750b7-9ebb-4350-94fa-9bf9b41e74c5
2024-03-18 06:05:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,05ae842e-597e-4763-9cdf-d08b53f33c3e
2024-03-17 17:03:54.268,Adjust balance,,Cash,110.00,INR,EXPENSE,,,,,,,,cd3063ea-711a-41f4-b93f-b41ef3ad78b3
2024-03-16 18:40:00.000,Snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,ead69b7a-41f0-4ec8-85ad-22bb15e2c706
2024-03-16 01:55:57.271,Rent,Bills & Fees,Salary Bank,"3,800.00",INR,EXPENSE,,,,,,,,d860cada-8a39-4cd3-8c88-013010ef88d7
2024-03-15 18:39:00.000,Juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,,,,,,,,3a4623f6-b762-4db5-9f56-f0bfb0524d3c
2024-03-15 18:39:00.000,Snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,,,,,,,,3832a47b-857f-49a9-b49c-edf2a3d18d62
2024-03-15 17:04:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,32da42d1-0c4c-4bd7-bd8f-a3b3875b0243
2024-03-15 01:55:00.000,Bike,Transport,Salary Bank,74.00,INR,EXPENSE,,,,,,,,ffa618ac-e7fc-4a48-bee3-721da4810004
2024-03-14 01:54:00.000,Snacks,Food & Drinks,Salary Bank,105.00,INR,EXPENSE,,,,,,,,0de260a7-ebc6-408a-a781-4f328b406386
2024-03-13 01:53:00.000,Snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,b72fc70c-f53c-4ae8-b780-26b1704d2086
2024-03-13 01:52:00.000,Bandages,Bills & Fees,Salary Bank,8.00,INR,EXPENSE,,,,,,,,b0b8d6ab-7cd1-44fb-aa3f-e5188dc7bb61
2024-03-12 17:33:34.220,Baba,Bills & Fees,Salary Bank,"2,000.00",INR,EXPENSE,,,,,,,,e47c326e-cb25-475c-9fdb-83f83b170cc0
2024-03-12 17:33:12.758,Doc,Bills & Fees,Salary Bank,60.00,INR,EXPENSE,,,,,,,,dcb191ed-3007-4de4-91ae-12ca43db6530
2024-03-12 17:33:00.145,Juice,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,,,,,,,,3fea7d47-8ade-4011-862e-f074e6d559ac
2024-03-12 17:32:45.399,Shawarma 🌯,Food & Drinks,Salary Bank,150.00,INR,EXPENSE,,,,,,,,c74de4d5-f628-456b-acf9-368c1d13bb56
2024-03-12 17:32:28.109,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,1049850c-828e-4874-beb6-e184ed0270a2
2024-03-11 17:31:00.000,Jalebi,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,62636a34-7e2c-4f1a-970e-16e1ef618c5b
2024-03-10 17:30:00.000,,Bills & Fees,Salary Bank,9.00,INR,EXPENSE,,,,,,,,210f7a28-e04c-4bc1-bb39-a8254ee69074
2024-03-10 03:29:43.493,Baba,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,,,,,,,,27c6c615-72fc-4e42-9358-2dd1caacff90
2024-03-09 17:30:00.000,Juice,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,,,,,,,,1f5659e8-450e-4781-83cf-1294c5dfa901
2024-03-09 03:29:00.000,Petrol,Transport,Salary Bank,200.00,INR,EXPENSE,,,,,,,,fe3fb8d7-e688-4217-9a48-04fc6e9572cf
2024-03-08 10:13:57.611,Snacks,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,,,,,,,,01864be3-6df3-48dd-ab05-4a799a941eb9
2024-03-08 10:12:12.982,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,cf7747b9-5d14-4bc7-9902-94d533cb54ec
2024-03-07 14:36:57.940,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,d005d095-d5fe-4299-ba02-f0446e73e40f
2024-03-07 13:45:37.905,RtA,Transport,Cash,35.00,INR,EXPENSE,,,,,,,,3d12199c-1ab3-4795-904c-d108bb8fcf48
2024-03-07 13:45:26.150,,,Cash,20.00,INR,EXPENSE,,,,,,,,5ccfaedb-0859-4852-84a1-8225aa26937f
2024-03-07 05:21:42.255,Adjust balance,,Cash,25.00,INR,EXPENSE,,,,,,,,a5dc41d8-e604-47dc-ad7e-297e10e9ed04
2024-03-07 05:20:46.631,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,466c0871-1271-4a37-84fb-69cc5748add8
2024-03-07 05:20:39.735,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,c3ce527e-d1da-418d-9264-5a77009e0233
2024-03-07 05:20:28.040,Withdraw,,Salary Bank,0.00,INR,TRANSFER,200.00,INR,Cash,200.00,INR,,,d536c44e-589c-497a-b4b0-974bf6619ea8
2024-03-07 05:20:07.762,Recharge,,Salary Bank,0.00,INR,TRANSFER,250.00,INR,Metro Card,250.00,INR,,,d1fb48c1-35d5-4007-a91c-cd7bb0a65430
2024-03-06 14:21:26.486,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,7483047d-dba6-4328-bb56-214d2091005d
2024-03-06 14:21:20.169,Snacks,Food & Drinks,Cash,10.00,INR,EXPENSE,,,,,,,,91b013e6-85e4-4db2-adfa-c9cffa9fdff8
2024-03-06 06:37:05.798,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,ae9f4483-fa3b-4f9a-950b-f4c10e366350
2024-03-06 06:36:57.627,RB 🐂,Food & Drinks,Salary Bank,125.00,INR,EXPENSE,,,,,,,,8f696a31-7fbd-4dbb-9429-ba273db9a395
2024-03-06 03:26:03.538,Baba,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,,,,,,,,21226b92-8b72-43e0-8c7d-8fab18a1896b
2024-03-06 01:31:33.779,Netflix,Bills & Fees,Salary Bank,99.00,INR,EXPENSE,,,,,,,,154eb891-db7a-47b0-b83c-125825331c2b
2024-03-06 01:31:15.093,,,Savings Bank,5.53,INR,INCOME,,,,,,,,978228fc-201d-404a-9254-e3ac8acb1b04
2024-03-05 12:53:13.025,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,cc3d1d9a-1fdb-42d9-b118-26d48d1d31e6
2024-03-05 12:53:03.972,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,429417a0-a502-4cfe-b08e-1fd1d916c295
2024-03-05 01:31:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,319a098b-3fc0-49a0-a652-7b5c8fc5a88b
2024-03-04 15:01:34.885,Snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,,,,,,,,a672e06a-a8cd-412f-9261-c9ba102a57fe
2024-03-04 15:01:24.734,Snacks,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,,,,,,,,31ed121a-93d6-4228-965c-731c57d1e1cd
2024-03-04 15:01:04.247,RtA,Transport,Cash,35.00,INR,EXPENSE,,,,,,,,5506aed7-4e40-4d15-b496-800556a66e95
2024-03-04 08:29:40.741,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,df8b34dc-aad0-4b05-8c5b-83715f1ec036
2024-03-04 08:29:28.861,Baba,Bills & Fees,Cash,80.00,INR,EXPENSE,,,,,,,,4e6dfdac-b123-4b08-b00e-ec797f7ace0b
2024-03-04 02:41:54.279,Recharge,,Salary Bank,0.00,INR,TRANSFER,200.00,INR,Metro Card,200.00,INR,,,f6dae437-30cf-45da-bb2a-9b8d9154f3aa
2024-03-03 02:41:00.000,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,ef5b7f34-6f2c-4b79-b821-ddc17cccd23b
2024-03-03 02:40:00.000,Laptop fixes,Bills & Fees,Salary Bank,150.00,INR,EXPENSE,,,,,,,,f39a347a-0043-49bf-a4b3-44334eb66f0f
2024-03-03 02:40:00.000,Juice,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,,,,,,,,749e7c2c-d444-4f22-8229-4cc7450b02b8
2024-03-03 02:40:00.000,Snacks,Food & Drinks,Salary Bank,150.00,INR,EXPENSE,,,,,,,,c8a59a4a-6dd6-467c-90df-afd20a54da5a
2024-03-02 02:40:00.000,Cab,Bills & Fees,Salary Bank,419.00,INR,EXPENSE,,,,,,,,ac3de325-7d50-45f9-ae74-ff0f94668ae5
2024-03-02 02:39:00.000,Can,Bills & Fees,Salary Bank,476.00,INR,EXPENSE,,,,,,,,7f5a9c5a-f0a6-499f-aac3-6b362288219a
2024-03-02 02:39:00.000,Dinner,Bills & Fees,Salary Bank,"2,154.00",INR,EXPENSE,,,,,,,,00afcf13-caf5-467c-bd46-84ff60e800e2
2024-03-02 02:34:01.350,Gym,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,,,,,,,,ad66a270-0056-4148-be7c-6199eae7d39d
2024-03-01 12:58:00.000,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,40b7079e-37c7-401d-9dae-5bf0e533b631
2024-03-01 12:54:00.000,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,7025737f-0608-4b31-9154-23b2227b234f
2024-03-01 12:54:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,89f3150a-f603-4654-a154-cedc073384cb
2024-03-01 03:28:51.286,Baba,Bills & Fees,Salary Bank,"5,000.00",INR,EXPENSE,,,,,,,,df67e7ac-58c8-45a7-965b-5ee8bfe11fa1
2024-02-29 18:02:30.841,Fancode,Bills & Fees,Salary Bank,599.00,INR,EXPENSE,,,,,,,,0ad70268-59c2-401a-9dde-75d0e522a975
2024-02-29 16:16:17.255,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,b1624d02-5311-4b53-be35-0e1f60a494c1
2024-02-29 16:16:04.801,Salary,,Salary Bank,"22,700.00",INR,INCOME,,,,,,,,a3deccb4-c8cb-4ad6-86c7-2d36d7cf269c
2024-02-29 04:36:14.818,Adjust balance,,Savings Bank,45.02,INR,EXPENSE,,,,,,,,4c5a88f6-594d-4ad7-a8ba-5f455bc72f54
2024-02-29 04:24:37.293,Adjust balance,,Savings Bank,0.00,INR,INCOME,,,,,,,,9ada27bb-efbf-4daf-aac1-74110da39327
2024-02-29 02:59:46.403,Petrol,Transport,Savings Bank,100.00,INR,EXPENSE,,,,,,,,e2e5b5a7-348f-4f31-9250-23d6499e0152
2024-02-29 02:06:26.648,Baba,Bills & Fees,Cash,100.00,INR,EXPENSE,,,,,,,,5360227b-775b-47d3-8489-7f1679f067f1
2024-02-29 02:06:19.586,Maa,Bills & Fees,Cash,150.00,INR,EXPENSE,,,,,,,,06538b64-9e2d-4e7b-8734-a8fd3c880717
2024-02-28 16:41:21.326,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,653f0ed6-dc67-4461-8de2-5f0acef7f4ef
2024-02-28 14:06:47.574,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,a3be3b72-f952-42bf-b44c-8af2edd26e1f
2024-02-28 14:06:40.364,Snacks,Food & Drinks,Savings Bank,60.00,INR,EXPENSE,,,,,,,,5b30eea0-0977-4218-b662-d3187e51e872
2024-02-28 04:15:17.483,AtR,Transport,Cash,35.00,INR,EXPENSE,,,,,,,,efc7195a-c510-47ff-984e-75957f4c2471
2024-02-28 03:36:25.923,Adjust balance,,Cash,15.00,INR,EXPENSE,,,,,,,,0688881a-02ea-4e75-a18c-0aacf86d4f3e
2024-02-27 14:14:39.153,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,177da0e6-fc87-4d70-9e0f-d380556705d6
2024-02-27 14:14:24.421,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,37596680-833a-4ce2-af28-0fb48c79e2fc
2024-02-27 14:01:20.741,Shawarma 🌯,Food & Drinks,Savings Bank,140.00,INR,EXPENSE,,,,,,,,b187bdd8-06d4-4a33-81e7-0b640f131fbe
2024-02-27 09:11:35.079,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,0ada151b-3915-404a-9591-71d1919208e4
2024-02-27 09:11:24.889,Snacks,Food & Drinks,Savings Bank,35.00,INR,EXPENSE,,,,,,,,3220398f-eba2-4c2a-90c5-b07e6c36e506
2024-02-27 04:23:28.568,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,a99d7484-c4af-46f6-bfc4-79e9d5707588
2024-02-26 15:11:00.093,Withdraw,,Savings Bank,0.00,INR,TRANSFER,500.00,INR,Cash,500.00,INR,,,0af77061-734f-4899-b5e0-2c2d27528bdd
2024-02-26 14:25:00.924,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,fed14e7d-aec4-4dd8-bae2-f453ad59b039
2024-02-26 14:24:51.605,Snacks,Food & Drinks,Savings Bank,60.00,INR,EXPENSE,,,,,,,,6d7529a3-d8fc-41e5-a8a5-1ac1e1eeacf8
2024-02-26 12:17:57.526,Recharge,,Savings Bank,0.00,INR,TRANSFER,200.00,INR,Metro Card,200.00,INR,,,4fe8ab61-116d-47fc-aa31-4bad0bba0340
2024-02-26 06:18:30.886,Adjust balance,,Savings Bank,940.00,INR,INCOME,,,,,,,,e37a62bc-79d5-4915-828d-8495b7108f71
2024-02-26 06:15:19.217,Adjust balance,,Cash,10.00,INR,EXPENSE,,,,,,,,b4dd44d5-ee95-4f42-b96c-06a9cd753c63
2024-02-26 04:29:25.514,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,dd308ccf-2f76-4a54-9d24-ecf39266a704
2024-02-26 03:36:00.000,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,716d7c97-72f0-46ac-9e85-45f29cc28af7
2024-02-26 03:35:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,d42b4524-2121-42ff-b062-d0521f619197
2024-02-26 03:29:28.213,Baba,Bills & Fees,Cash,200.00,INR,EXPENSE,,,,,,,,edd48883-c17b-4393-a60c-8a49229dfea1
2024-02-26 03:29:21.480,Maa,Bills & Fees,Cash,50.00,INR,EXPENSE,,,,,,,,ce5ddaa2-2d10-490c-87fb-3a9e21fadd00
2024-02-24 07:53:19.532,Snacks,Food & Drinks,Cash,50.00,INR,EXPENSE,,,,,,,,53324354-3b71-4ffe-80a7-efc4079d6c91
2024-02-24 07:20:41.051,Snacks,Food & Drinks,Cash,35.00,INR,EXPENSE,,,,,,,,073f8087-3cc6-4314-84c0-0c023fa91f95
2024-02-23 14:45:15.570,Snacks,Food & Drinks,Cash,25.00,INR,EXPENSE,,,,,,,,fd892637-d1c5-4d9a-898e-500aba22e05a
2024-02-23 14:45:08.008,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,d0610ed8-9a05-4588-9575-77a9fe802563
2024-02-23 14:44:59.772,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,3da4b106-96ea-4311-9578-a4127fea6d3f
2024-02-23 05:30:44.474,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,33866342-67a8-464c-b8f6-39e54cf9dd35
2024-02-23 05:30:37.686,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,d8652f8d-b0a1-4d30-8047-a56046f97482
2024-02-22 16:58:54.432,Bb,Bills & Fees,Savings Bank,50.00,INR,EXPENSE,,,,,,,,c9d3934b-a742-404f-87fe-72bde8ae316f
2024-02-22 15:12:47.507,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,31bf0c14-b26a-43a1-9df8-8ce264c0884a
2024-02-22 15:12:41.854,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,c5f31217-d9d2-444c-8fa1-f9257ee33c39
2024-02-22 05:29:24.587,Stonks,Bills & Fees,Savings Bank,180.00,INR,EXPENSE,,,,,,,,a86a3725-dad4-46f3-8a7a-81d68a3946ae
2024-02-22 05:28:30.990,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,93ccac34-be5e-4b3c-8504-edf51d7f613e
2024-02-22 05:28:21.373,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,630b7038-0702-4b8e-adf5-8a7a54e89e22
2024-02-21 15:43:20.895,Snacks,Food & Drinks,Savings Bank,30.00,INR,EXPENSE,,,,,,,,c31c32d5-b959-4913-853d-263d8425641a
2024-02-21 13:43:04.893,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,3cfb096f-72a9-4edd-aa47-b3e17da58afb
2024-02-21 12:29:38.628,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,51e37474-61ae-4527-a4d0-f2b324930fb5
2024-02-21 12:29:28.216,Recharge,Bills & Fees,Savings Bank,259.00,INR,EXPENSE,,,,,,,,9790eae9-6d97-4779-b0d8-8acc525c3d2f
2024-02-20 17:01:00.000,Play store,Bills & Fees,Savings Bank,9.00,INR,EXPENSE,,,,,,,,79ceb914-5c60-4e8c-a497-9ddd3c9d922c
2024-02-20 14:05:45.725,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,32de8e9c-fb09-4e3b-9508-1a00331b580b
2024-02-20 14:05:34.287,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,75850324-3443-49ee-89ca-7aec5cc54dbd
2024-02-20 04:48:04.567,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,ed5b0405-8c30-4abb-86db-be53123f7392
2024-02-19 14:43:33.478,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,20c71085-aa48-44ed-a48c-9f0b2f8dc72c
2024-02-19 14:43:19.809,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,c8088ac9-839c-4618-ba2f-2afba7656be4
2024-02-19 04:28:13.342,AtR,Transport,Savings Bank,35.00,INR,EXPENSE,,,,,,,,2132e968-ad60-4321-a8b2-0894a42eb461
2024-02-19 04:27:55.686,Reacharge,,Savings Bank,0.00,INR,TRANSFER,300.00,INR,Metro Card,300.00,INR,,,2bfceddd-bccd-4b42-8430-b53359586443
2024-02-18 15:09:03.757,Biryani,,Savings Bank,0.00,INR,TRANSFER,230.00,INR,Cash,230.00,INR,,,805d8ed7-f77f-465c-8aff-c4f8cbd4d4e5
2024-02-18 15:08:52.317,Biryani 🍚,Food & Drinks,Savings Bank,250.00,INR,EXPENSE,,,,,,,,f2afa71b-f8c2-42a9-a2a4-e2aa3d24e908
2024-02-18 13:05:06.921,Juice,Food & Drinks,Savings Bank,40.00,INR,EXPENSE,,,,,,,,a5f17721-694a-4706-a280-8d6130c13171
2024-02-18 13:05:00.369,Snacks,Food & Drinks,Cash,40.00,INR,EXPENSE,,,,,,,,994c153b-7e78-4836-bba0-c85a2d9107b1
2024-02-18 13:04:50.844,Book,Bills & Fees,Savings Bank,150.00,INR,EXPENSE,,,,,,,,b6d991db-af2f-448d-aebb-9a66d949e77b
2024-02-18 13:04:34.238,Entry fee,Bills & Fees,Cash,50.00,INR,EXPENSE,,,,,,,,f8b7204e-daf1-4c2d-9df0-89046ae8d011
2024-02-17 14:58:49.354,Bus pass,Bills & Fees,Savings Bank,430.00,INR,EXPENSE,,,,,,,,92ce0350-9438-4955-8be1-cc7ef7389e40
2024-02-17 14:58:38.786,Juice,Food & Drinks,Savings Bank,20.00,INR,EXPENSE,,,,,,,,1c093793-5337-4af0-8e1c-79695f2145ae
2024-02-17 04:31:58.952,Adjust balance,,Cash,16.00,INR,EXPENSE,,,,,,,,0a045302-ce7d-4e50-a9f2-c6139e251dcd
2024-02-17 04:30:09.939,Adjust balance,,Savings Bank,130.00,INR,INCOME,,,,,,,,8ada7b19-09e4-4d74-b9ab-5f41949650c4
2024-02-16 14:56:36.514,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,7298243c-ca0c-4d59-afd1-0c462d2d1708
2024-02-16 14:56:26.406,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,21df7b34-2d9f-4f08-8aa0-2446dd36ff00
2024-02-15 14:56:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,d6a8d284-8c53-4e73-8b34-37af1685b493
2024-02-14 17:33:35.053,Snack,Food & Drinks,Savings Bank,100.00,INR,EXPENSE,,,,,,,,69e5903c-f9b5-4c14-a570-5f1f9afe4ffb
2024-02-14 17:33:27.249,Petrol,Transport,Savings Bank,100.00,INR,EXPENSE,,,,,,,,8a95b62e-83fa-4320-8f44-956473cba9a6
2024-02-14 06:32:47.056,Petrol,Transport,Savings Bank,100.00,INR,EXPENSE,,,,,,,,9f699824-40ff-44a6-9125-871fb9097bdd
2024-02-13 12:11:37.767,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,474e5115-4a65-4584-98a7-fe0faf7dfdb5
2024-02-13 12:11:26.401,Recharge,,Savings Bank,0.00,INR,TRANSFER,200.00,INR,Metro Card,200.00,INR,,,163e85e4-a4b3-4eb8-8e70-b50f0c21e07c
2024-02-13 12:11:11.514,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,ff1178f7-b374-4464-bf56-e0aba41084cb
2024-02-13 06:32:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,d3da38b8-6ccf-4f4e-935f-bd2c85a37a00
2024-02-12 12:10:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,7f89deed-d78b-4a12-9fea-3c1a1e4f68c0
