,Date,Transaction Description,Category,Amount
1173,2023-11-29,Turn day top.,Other,601.0
1174,2023-12-05,Ahead certainly second everyone.,Other,1956.01
1175,2023-12-05,Goal talk sit party.,Health,1043.01
1176,2023-12-06,Attention standard shake more respond.,Rent,871.37
1178,2023-12-09,Turn surface listen.,Shopping,305.82
1179,2023-12-09,Pull blue strong wonder.,Food,33.17
1181,2023-12-11,Letter mind many.,Rent,1505.35
1182,2023-12-13,News american foreign.,Health,1940.59
1183,2023-12-14,Exist outside find wish.,Investment,3601.0
1184,2023-12-14,Network fact talk.,Other,166.87
1186,2023-12-20,Actually purpose public.,Health,246.23
1187,2023-12-21,Mission put budget house.,Food,214.26
1188,2023-12-22,Ask window full.,Food,1653.56
1189,2023-12-23,Do interesting material.,Travel,1781.32
1191,2023-12-26,Memory challenge lawyer business.,Food,1635.01
1192,2023-12-27,Discuss wall ahead scene.,Health,1124.7
1195,2023-12-29,Society dark product make.,Other,14.37
1196,2024-01-02,Gas teacher national weight all.,Travel,1099.9
1197,2024-01-02,Himself fire heavy.,Rent,101.1
1198,2024-01-04,Allow news.,Investment,3852.0
1199,2024-01-04,Man care resource.,Investment,2036.0
1200,2024-01-07,Notice make.,Other,2266.0
1201,2024-01-09,Occur live take media hot.,Other,1436.41
1202,2024-01-09,Wife pay good within fly.,Other,880.0
1203,2024-01-10,And student give score agree.,Rent,1546.57
1204,2024-01-11,Best generation group goal.,Utilities,1928.07
1205,2024-01-11,Doctor fine be.,Investment,4045.0
1207,2024-01-12,Price institution method inside.,Utilities,1386.72
1208,2024-01-13,Onto worry help hope.,Investment,1348.0
1209,2024-01-14,Space beyond.,Health,1013.18
1210,2024-01-15,Market specific property coach.,Other,554.46
1211,2024-01-16,Wide cut player wind.,Travel,911.16
1212,2024-01-16,Degree enter father of source.,Other,4696.0
1213,2024-01-16,Behind front attack song little.,Health,1426.63
1214,2024-01-17,Somebody prepare few sound.,Other,409.77
1215,2024-01-19,Finish increase economy middle public.,Travel,1376.36
1216,2024-01-19,Thing physical might.,Utilities,1962.86
1217,2024-01-19,Material produce station visit environmental.,Utilities,1012.75
1218,2024-01-19,Table trade various risk art.,Health,1423.6
1220,2024-01-22,Five store ask data.,Shopping,1351.74
1221,2024-01-23,Statement position either.,Travel,1756.18
1222,2024-01-24,Draw change agree someone.,Food,1050.23
1223,2024-01-25,Magazine yard instead town.,Investment,934.0
1224,2024-01-26,Evening ahead smile.,Other,541.29
1225,2024-01-26,Compare system white magazine after.,Travel,1369.95
1226,2024-01-26,Own test too imagine.,Investment,2917.0
1227,2024-01-27,However style.,Food,723.78
1228,2024-01-28,Born same usually.,Other,1487.4
1229,2024-01-30,Wear use edge this draw.,Other,1026.74
1230,2024-02-01,Forget once hope security.,Travel,1388.94
1231,2024-02-06,Design blood degree ever.,Other,3674.0
1232,2024-02-07,Television argue mouth.,Health,1932.01
1233,2024-02-07,Nation little east everyone.,Other,2163.0
1235,2024-02-10,Real small.,Health,1512.66
1236,2024-02-10,Need finally when.,Other,1554.53
1237,2024-02-14,Movement door kind.,Travel,903.14
1238,2024-02-14,Until truth feeling view.,Rent,382.08
1239,2024-02-15,Decision three trouble.,Investment,3590.0
1240,2024-02-16,Smile ever bag single.,Other,2664.0
1241,2024-02-17,Say unit four institution.,Other,546.0
1242,2024-02-19,Recognize media goal.,Utilities,89.48
1243,2024-02-21,Law agree appear political.,Food,1549.59
1244,2024-02-21,Able customer figure.,Travel,986.2
1245,2024-02-21,Book economic.,Health,155.03
1246,2024-02-22,Rate society floor long same.,Other,1914.41
1247,2024-02-23,Reach step son.,Utilities,837.7
1248,2024-02-23,Increase consider.,Rent,705.31
1249,2024-02-24,Difference way type positive phone.,Health,668.82
1251,2024-02-25,Employee become happy water bring.,Food,238.3
1252,2024-02-27,Significant up still management.,Other,1809.95
1253,2024-02-27,Course technology site.,Other,1918.2
1254,2024-02-27,High issue deal democratic.,Health,768.93
1255,2024-02-28,Industry impact certainly.,Rent,777.89
1256,2024-02-29,Dog late eat.,Travel,59.16
1257,2024-03-02,Beat light the window.,Health,1033.48
1259,2024-03-05,Believe arrive.,Other,647.42
1260,2024-03-05,Likely great paper.,Investment,1871.0
1261,2024-03-06,Effect people.,Food,1257.6
1262,2024-03-06,Provide car throughout american.,Other,1731.25
1263,2024-03-06,College manage fund.,Rent,419.1
1264,2024-03-07,Bed report item.,Shopping,1296.66
1265,2024-03-07,Finish without.,Utilities,57.27
1266,2024-03-08,Security unit executive.,Food,184.17
1267,2024-03-11,Stop unit might job close.,Other,1077.0
1268,2024-03-13,New type pm.,Other,1822.86
1270,2024-03-16,Like clear.,Food,785.11
1271,2024-03-18,Break time manager kid.,Investment,1018.0
1272,2024-03-26,Leader both rest challenge.,Food,1404.76
1273,2024-03-27,Data exist.,Investment,2874.0
1274,2024-03-28,State none production defense your.,Travel,1217.07
1276,2024-03-30,Ago race quite hour.,Food,953.24
1277,2024-03-30,Child ball store process.,Utilities,1496.04
1278,2024-04-03,Western order accept wide prevent.,Travel,1920.67
1279,2024-04-04,Water yourself trade someone.,Other,591.0
1280,2024-04-06,Tell soon executive.,Utilities,255.24
1281,2024-04-07,Natural own.,Other,4900.0
1282,2024-04-08,Effort drive side human.,Rent,616.34
1283,2024-04-09,Clear single expect.,Health,431.36
1284,2024-04-09,Fear song save.,Utilities,330.3
1285,2024-04-10,Capital program story mention majority.,Travel,396.71
1286,2024-04-10,Environmental outside bed institution.,Investment,4996.0
1287,2024-04-11,Control piece behavior message wind.,Rent,588.4
1288,2024-04-13,Us money positive.,Investment,2117.0
1290,2024-04-17,Worker range feel.,Other,209.09
1291,2024-04-17,Into notice necessary true message.,Other,642.39
1292,2024-04-17,Including let result spend.,Travel,1389.98
1293,2024-04-18,One shoulder administration.,Other,3091.0
1294,2024-04-20,Skill successful and.,Utilities,19.62
1295,2024-04-21,Finish right serious.,Other,1427.28
1296,2024-04-22,Space game truth special decision.,Travel,1681.82
1297,2024-04-23,Else pull its adult house.,Other,4431.0
1298,2024-04-25,Pretty least if.,Health,1551.79
1299,2024-04-26,Peace wind guess.,Rent,359.78
1300,2024-04-26,Because career course.,Travel,1718.84
1301,2024-04-30,Teacher decide possible.,Investment,2656.0
1302,2024-05-02,Success teach mrs beat.,Rent,1457.58
1303,2024-05-03,Listen against coach.,Food,1627.16
1304,2024-05-04,White likely teacher one.,Other,1813.54
1306,2024-05-05,Piece require.,Other,2329.0
1307,2024-05-05,Say other never fact.,Travel,276.42
1308,2024-05-14,Main opportunity particularly question.,Rent,799.6
1309,2024-05-15,Research month instead.,Other,1697.48
1310,2024-05-17,As throughout individual list manager.,Utilities,1516.84
1311,2024-05-20,Recently again explain court.,Investment,1967.0
1312,2024-05-22,Discussion detail training fund.,Utilities,1474.48
1313,2024-05-23,Third rich hospital.,Health,90.44
1314,2024-05-25,Somebody son suddenly perform.,Other,135.09
1315,2024-05-26,Project can.,Food,1340.49
1316,2024-05-27,Paper beyond indeed.,Health,782.31
1317,2024-05-27,Doctor news yourself.,Food,89.41
1318,2024-05-31,Ground city still.,Rent,1410.44
1319,2024-06-01,Southern front.,Travel,1671.4
1320,2024-06-02,Dinner no main year size.,Utilities,759.55
1321,2024-06-02,Environment character real middle prove.,Rent,1038.16
1322,2024-06-03,Sometimes while sense window.,Other,1037.58
1323,2024-06-04,Among black picture that treat.,Health,978.85
1324,2024-06-06,Remain seven marriage.,Food,1008.66
1325,2024-06-07,Positive free case.,Investment,2384.0
1326,2024-06-09,Wide shoulder according strong.,Other,2232.0
1327,2024-06-10,Expert commercial entire resource.,Investment,3467.0
1328,2024-06-12,Picture early send morning.,Rent,1325.61
1329,2024-06-13,Soon including important.,Health,1443.31
1331,2024-06-14,Be fire.,Shopping,54.67
1332,2024-06-15,Article service produce political.,Investment,1603.0
1333,2024-06-16,Within woman.,Food,1782.69
1334,2024-06-17,Information though red.,Investment,2615.0
1335,2024-06-21,Training account evidence month.,Shopping,1202.72
1336,2024-06-21,Land day name small.,Food,1758.23
1337,2024-06-22,Thought sit identify culture.,Travel,1895.04
1339,2024-06-23,Yeah exist behavior necessary miss.,Other,1669.0
1340,2024-06-23,Agreement someone.,Utilities,1250.19
1341,2024-06-23,Strategy fight institution.,Utilities,1451.13
1343,2024-07-01,Medical buy series walk large.,Other,3657.0
1344,2024-07-05,Law work.,Investment,2157.0
1345,2024-07-06,Research visit program suddenly doctor.,Shopping,1654.76
1346,2024-07-07,Project spring of.,Utilities,956.98
1347,2024-07-07,Mind easy foreign old.,Food,1756.73
1348,2024-07-07,Better republican stock bank.,Rent,195.45
1349,2024-07-07,Thousand live land hard.,Food,1794.97
1350,2024-07-13,Open million house enough.,Shopping,1048.87
1351,2024-07-13,You ready way rule.,Food,1398.31
1353,2024-07-20,Tell brother defense list second.,Rent,856.72
1354,2024-07-21,Tv budget system book.,Other,1821.07
1355,2024-07-22,Face mission brother figure hear.,Other,2611.0
1356,2024-07-23,Agreement central six instead.,Investment,4780.0
1357,2024-07-23,Democratic standard major.,Investment,3572.0
1358,2024-07-25,Give that individual of not.,Health,823.6
1359,2024-07-26,Little result paper seven.,Other,2577.0
1360,2024-07-26,Seven project chance road.,Shopping,1133.69
1361,2024-07-26,Professor important do house must.,Shopping,1512.39
1364,2024-07-27,My serious whatever miss seek.,Health,1550.65
1365,2024-07-27,Build view.,Utilities,1711.45
1366,2024-07-28,Ever day.,Other,898.72
1367,2024-07-28,Be move fly open.,Utilities,209.55
1368,2024-07-29,Future congress.,Health,1603.7
1369,2024-07-29,Fish either boy between collection.,Food,329.87
1370,2024-07-29,Eight bed fill.,Food,1610.7
1372,2024-07-30,Hope floor include.,Rent,533.55
1373,2024-08-01,Heart still building.,Food,1451.74
1374,2024-08-02,Sell only manage.,Shopping,1231.79
1375,2024-08-02,We especially five network.,Food,1891.97
1377,2024-08-03,Push east never size fight.,Travel,397.55
1378,2024-08-08,Base player data whose.,Other,1234.23
1379,2024-08-09,World site mr interest treatment.,Health,486.12
1380,2024-08-11,A let.,Investment,1211.0
1381,2024-08-14,A value lot.,Shopping,712.72
1382,2024-08-14,Yourself successful defense subject.,Other,1040.31
1383,2024-08-14,Claim move.,Rent,1839.16
1384,2024-08-15,Bed recognize store.,Health,701.48
1385,2024-08-22,There decision measure.,Other,1216.66
1386,2024-08-23,Play woman remain event.,Other,538.0
1387,2024-08-25,Decision where foreign trial.,Shopping,1017.41
1388,2024-08-25,Participant above.,Travel,686.53
1389,2024-08-25,Including time reflect.,Other,4906.0
1390,2024-08-27,Ball theory prepare much throughout.,Travel,1391.44
1393,2024-08-28,View know develop after.,Food,969.12
1394,2024-08-28,Course staff personal space.,Shopping,1270.99
1395,2024-08-30,Woman whose already.,Other,1602.32
1396,2024-09-01,Decide cultural start how thank.,Health,1037.84
1397,2024-09-02,Management necessary process not.,Other,2533.0
1398,2024-09-05,Assume campaign assume.,Shopping,1350.66
1399,2024-09-05,Talk thing rock ever summer.,Rent,1113.56
1400,2024-09-05,Pass quite third ability interview.,Other,3396.0
1401,2024-09-05,Item yet ever quite.,Travel,373.74
1402,2024-09-06,Guess service this different.,Other,1003.01
1403,2024-09-07,Mother first hot free.,Investment,2674.0
1404,2024-09-08,Wrong difficult.,Other,1671.53
1405,2024-09-10,True culture.,Health,320.43
1406,2024-09-13,As personal agreement.,Investment,4535.0
1407,2024-09-15,Or phone.,Food,1697.54
1408,2024-09-16,East list when.,Health,989.76
1409,2024-09-17,Mind door authority outside.,Travel,986.7
1410,2024-09-17,Personal often.,Travel,801.78
1411,2024-09-17,True help.,Utilities,117.75
1413,2024-09-21,Big argue.,Other,3725.0
1414,2024-09-22,Sure i pay.,Utilities,919.82
1415,2024-09-23,Ten skin perhaps.,Other,3085.0
1416,2024-09-24,Less into per big.,Food,1351.47
1417,2024-09-25,Military onto blue activity.,Rent,657.62
1418,2024-09-26,Smile cover of pm eight.,Travel,382.43
1419,2024-09-26,Right know during someone.,Travel,947.98
1420,2024-09-27,Find job where.,Health,375.99
1421,2024-09-27,On must certainly.,Shopping,1404.42
1422,2024-10-01,Owner fact wife.,Shopping,566.46
1423,2024-10-01,Price certain down standard nice.,Investment,2372.0
1424,2024-10-02,Gas with policy cut.,Travel,1610.13
1425,2024-10-02,Country little reality level.,Shopping,400.17
1426,2024-10-03,Not friend federal forget bit.,Utilities,951.24
1427,2024-10-04,Detail about development discover.,Other,4592.0
1428,2024-10-04,Lose shoulder spring.,Other,4486.0
1429,2024-10-07,Hundred step according.,Food,802.82
1430,2024-10-08,Group never.,Food,438.78
1431,2024-10-09,Key place tree.,Rent,905.21
1432,2024-10-10,Wish current.,Health,727.01
1433,2024-10-10,Despite energy company.,Travel,694.84
1434,2024-10-11,Condition again successful.,Health,1736.06
1435,2024-10-12,Story case.,Other,1157.94
1436,2024-10-15,Very figure drive special.,Utilities,1958.95
1437,2024-10-17,With young think there assume.,Health,1349.65
1439,2024-10-18,Outside with each animal.,Travel,932.87
1440,2024-10-19,Take family chance.,Utilities,1284.76
1441,2024-10-19,Picture evidence.,Shopping,1266.23
1442,2024-10-21,Why though decide bank likely.,Rent,167.43
1443,2024-10-21,Meet seem population.,Health,640.59
1444,2024-10-21,Material less focus hear.,Travel,1214.72
1447,2024-10-28,Fill thousand number.,Investment,1524.0
1448,2024-11-01,Nearly care base.,Travel,1881.47
1449,2024-11-02,Goal once let perform international.,Rent,429.04
1450,2024-11-03,Important source first him.,Rent,136.95
1451,2024-11-03,Doctor population grow bar.,Food,62.47
1452,2024-11-11,National back everybody direction budget.,Rent,216.82
1453,2024-11-11,National free.,Rent,1313.12
1454,2024-11-12,Few spring raise.,Travel,466.42
1456,2024-11-13,Across federal state.,Investment,734.0
1457,2024-11-13,State serious activity pressure.,Other,3164.0
1459,2024-11-14,Serious reveal left social fine.,Travel,1101.61
1460,2024-11-14,Show recently decide last.,Investment,4240.0
1461,2024-11-16,Hear officer.,Shopping,1051.69
1462,2024-11-17,Wall act special.,Travel,1818.76
1463,2024-11-17,Different international sell several.,Other,1611.37
1464,2024-11-17,For age size.,Health,830.29
1465,2024-11-17,With yes nothing.,Investment,500.0
1466,2024-11-18,Woman daughter hospital move.,Utilities,694.33
1467,2024-11-18,Board notice later thus.,Food,1378.66
1469,2024-11-20,Cost attorney.,Travel,1198.04
1470,2024-11-20,Day fact modern.,Health,385.26
1471,2024-11-22,Happy action.,Shopping,795.56
1472,2024-11-23,Hospital writer can industry.,Other,3599.0
1473,2024-11-24,Western tend candidate day.,Rent,850.26
1474,2024-11-24,City offer financial data.,Travel,576.51
1475,2024-11-24,Cut yard knowledge.,Travel,831.68
1476,2024-11-25,Space moment travel these least.,Utilities,281.88
1477,2024-11-25,Say explain.,Other,4209.0
1479,2024-11-26,Eat tonight run leader.,Investment,4882.0
1480,2024-11-29,Believe recognize analysis those citizen.,Investment,2811.0
1482,2024-12-02,In seven building hard.,Utilities,39.3
1483,2024-12-05,Short for late education.,Shopping,630.04
1484,2024-12-06,Left available.,Health,932.73
1485,2024-12-09,Gas human create also.,Health,169.64
1486,2024-12-11,Remember carry.,Utilities,121.52
1487,2024-12-12,Leave bar prevent require.,Rent,1090.95
1488,2024-12-12,Likely evidence claim.,Other,3625.0
1489,2024-12-15,Beyond family movement hospital back.,Rent,1949.45
1490,2024-12-16,Child group describe.,Shopping,1544.74
1491,2024-12-19,Democratic recent student specific political.,Food,406.37
1492,2024-12-19,Real know our any.,Rent,1047.07
1494,2024-12-23,Instead writer.,Health,325.64
1495,2024-12-28,Quite as when.,Rent,514.09
1496,2024-12-28,Right analysis mention.,Other,727.25
1497,2024-12-28,No couple debate must.,Investment,1425.0
1498,2024-12-29,Discussion black follow.,Shopping,655.78
1499,2024-12-29,Pressure activity defense detail.,Other,1480.0
1500,2024-08-11 13:56:59.652,Karthik,Utilities,45.0
1501,2024-08-10 16:09:55.986,Juice,Food,40.0
1502,2024-08-09 10:25:21.618,Tire,Travel,10.0
1503,2024-08-07 03:57:24.944,Baba,Utilities,200.0
1504,2024-08-04 13:07:41.831,Baba,Utilities,500.0
1505,2024-08-02 15:25:39.300,Grocery,Utilities,30.0
1506,2024-08-02 05:25:11.454,Petrol,Travel,100.0
1509,2024-08-01 13:47:08.112,Haircut,Utilities,152.0
1510,2024-08-01 13:46:53.758,Baba,Utilities,500.0
1511,2024-07-31 14:34:25.800,Print,Utilities,22.0
1512,2024-07-31 13:49:37.981,License,Utilities,300.0
1513,2024-07-26 14:48:03.223,Noodles,Food,70.0
1514,2024-07-20 04:53:54.600,Breakfast,Food,30.0
1515,2024-07-20 04:53:37.992,Maa,Utilities,50.0
1518,2024-07-14 14:26:20.654,Grocery,Utilities,171.0
1519,2024-07-14 14:26:07.147,Grocery,Utilities,90.0
1520,2024-07-12 15:50:33.462,Baba,Utilities,300.0
1523,2024-07-10 08:46:15.659,Maa,Utilities,50.0
1524,2024-07-10 08:45:59.387,Breakfast,Food,30.0
1525,2024-07-07 05:17:18.519,Breakfast,Food,30.0
1526,2024-07-03 16:49:38.345,Netflix,Utilities,199.0
1527,2024-07-03 08:20:57.694,Baba,Utilities,200.0
1528,2024-07-02 09:04:42.442,Lunch,Food,120.0
1529,2024-07-01 14:37:19.760,Baba,Utilities,500.0
1530,2024-07-01 14:37:10.673,Recharge,Utilities,259.0
1531,2024-07-01 12:52:37.467,Printouts,Utilities,13.0
1532,2024-07-01 12:27:47.375,Printouts,Utilities,42.0
1533,2024-06-30 15:25:49.013,Biryani 🍚,Food,520.0
1534,2024-06-30 15:25:39.318,Breakfast,Food,60.0
1536,2024-06-29 17:30:41.555,Juice,Food,20.0
1537,2024-06-29 17:30:35.612,Cab,Travel,180.0
1538,2024-06-29 04:07:00.354,Snacks,Food,30.0
1539,2024-06-29 04:06:02.094,Chai,Food,20.0
1540,2024-06-29 01:51:00.000,Recharge,Utilities,266.9
1541,2024-06-28 14:15:00.814,Curd,Food,25.0
1543,2024-06-28 12:12:54.777,Tea,Food,10.0
1544,2024-06-28 08:03:54.409,Water,Food,10.0
1546,2024-06-27 14:46:47.643,Water,Food,40.0
1547,2024-06-27 14:46:14.704,Bus,Travel,20.0
1548,2024-06-27 14:45:25.041,Metro,Travel,20.0
1549,2024-06-27 14:44:58.599,Haldiram,Food,207.0
1550,2024-06-27 14:43:37.895,Tickets victoria,Utilities,100.0
1551,2024-06-27 14:43:17.268,Lunch,Food,95.0
1552,2024-06-27 14:42:56.410,Ferry,Travel,50.0
1553,2024-06-27 14:42:45.061,Baba,Utilities,500.0
1554,2024-06-27 14:42:09.168,Museum,Utilities,150.0
1555,2024-06-27 14:35:22.527,Bus,Travel,20.0
1556,2024-06-27 14:33:37.949,Metro,Travel,10.0
1557,2024-06-27 13:24:27.059,Grocery,Utilities,200.0
1558,2024-06-26 16:20:10.049,Cab,Travel,200.0
1559,2024-06-26 14:34:00.000,Train,Travel,20.0
1560,2024-06-24 01:42:02.212,Tickets,Utilities,20.0
1561,2024-06-23 15:49:22.486,Maa stuff,Utilities,240.0
1562,2024-06-23 15:26:55.087,Toto,Travel,20.0
1563,2024-06-23 15:20:07.076,Snacks,Food,70.0
1565,2024-06-23 14:44:54.072,Snacks,Food,44.0
1566,2024-06-23 08:19:55.534,Shaka pola,Utilities,600.0
1567,2024-06-21 15:16:00.000,Tickets,Travel,40.0
1569,2024-06-20 12:30:33.462,Lunch,Food,20.0
1570,2024-06-20 12:30:04.622,Recharge,Utilities,259.0
1571,2024-06-19 12:34:00.000,Shave,Utilities,20.0
1572,2024-06-17 15:10:03.406,Water,Food,20.0
1573,2024-06-17 14:56:11.086,Tickets,Travel,260.0
1574,2024-06-17 12:22:07.086,Water,Food,20.0
1575,2024-06-17 08:10:41.282,Lunch,Food,250.0
1577,2024-06-16 23:32:32.665,Baba,Utilities,500.0
1578,2024-06-16 08:17:00.000,Cab,Travel,170.0
1579,2024-06-16 07:45:50.967,Snacks,Food,200.0
1580,2024-06-16 07:45:35.414,Chotu,Utilities,500.0
1582,2024-06-15 18:30:01.003,Baba,Utilities,500.0
1583,2024-06-14 18:29:00.000,Petrol,Travel,100.0
1584,2024-06-14 03:57:50.574,Petrol,Travel,100.0
1585,2024-06-13 15:22:37.432,Snacks,Food,208.5
1586,2024-06-13 15:22:05.293,Petrol,Travel,200.0
1587,2024-06-11 08:25:03.581,Chips,Food,10.0
1588,2024-06-10 05:26:27.942,Breakfast,Food,30.0
1589,2024-06-09 05:26:00.000,Petrol,Travel,200.0
1590,2024-06-09 05:24:00.000,Clothes,Utilities,799.0
1591,2024-06-09 05:21:00.000,Snacks,Food,198.88
1592,2024-06-07 16:56:39.988,Baba,Utilities,500.0
1593,2024-06-07 16:56:30.798,Snacks,Food,90.0
1594,2024-06-07 16:56:18.253,Sriya,Utilities,100.0
1595,2024-06-07 16:56:10.389,Petrol,Travel,100.0
1596,2024-06-05 14:47:55.268,Grocery,Utilities,175.0
1597,2024-06-05 13:59:13.995,Netflix,Utilities,200.0
1598,2024-06-05 05:29:00.000,Snacks,Food,30.0
1600,2024-06-05 04:33:40.272,Chotu,Utilities,155.0
1602,2024-06-05 04:31:24.237,Netflix,Utilities,199.0
1603,2024-06-04 03:35:41.791,Baba,Utilities,200.0
1604,2024-06-03 12:36:00.077,Snacks,Food,90.0
1605,2024-06-03 05:07:41.196,Goje,Utilities,300.0
1606,2024-06-03 05:04:36.556,Petrol,Travel,100.0
1607,2024-05-31 03:09:00.000,Biryani 🍚,Food,520.0
1609,2024-05-31 03:03:00.000,Juice,Food,30.0
1610,2024-05-31 03:03:00.000,Petrol,Travel,100.0
1611,2024-05-31 03:01:00.000,Smthng,Utilities,10.0
1612,2024-05-30 14:19:51.971,Pizza,Food,190.0
1614,2024-05-29 11:05:25.670,Snacks,Food,35.0
1615,2024-05-29 04:26:59.011,Breakfast,Food,30.0
1616,2024-05-28 14:50:27.897,Shirt,Utilities,160.0
1617,2024-05-28 14:49:47.594,Bus,Travel,30.0
1618,2024-05-28 14:49:32.484,Juice,Food,35.0
1619,2024-05-28 14:48:52.931,Auto,Travel,20.0
1620,2024-05-27 15:14:02.274,Recharge,Utilities,155.0
1621,2024-05-27 15:13:47.982,Chotu,Utilities,500.0
1623,2024-05-27 12:08:00.000,Snacks,Food,30.0
1624,2024-05-26 12:49:22.743,Shampoo,Utilities,4.0
1625,2024-05-26 12:08:00.000,Petrol,Utilities,250.0
1626,2024-05-26 12:08:00.000,Stationary,Utilities,20.0
1627,2024-05-25 15:20:10.319,Ice cream,Food,20.0
1628,2024-05-25 15:19:41.615,Snacks,Food,60.0
1629,2024-05-25 08:21:43.140,Lunch,Food,70.0
1630,2024-05-25 08:21:34.647,Auto,Travel,20.0
1631,2024-05-24 08:43:00.000,Bus,Travel,40.0
1632,2024-05-24 08:20:00.000,Auto,Travel,20.0
1633,2024-05-24 08:20:00.000,Juice,Food,30.0
1634,2024-05-24 06:37:00.000,Printing,Utilities,555.0
1635,2024-05-23 04:48:28.675,Breakfast,Food,30.0
1636,2024-05-21 16:32:00.000,Recharge,Utilities,259.0
1637,2024-05-21 16:32:00.000,Internet,Utilities,470.82
1638,2024-05-21 16:09:59.066,Juice,Food,10.0
1639,2024-05-21 16:09:46.701,Brake,Utilities,50.0
1640,2024-05-21 16:09:35.189,Ice Cream,Food,35.0
1641,2024-05-21 16:09:22.620,Petrol,Travel,100.0
1643,2024-05-20 16:08:00.000,Juice,Food,75.0
1644,2024-05-20 16:08:00.000,Juice,Food,20.0
1647,2024-05-19 15:41:26.721,Maggi,Food,14.0
1648,2024-05-17 04:12:00.000,Breakfast,Food,30.0
1649,2024-05-16 04:11:00.000,Breakfast,Food,30.0
1650,2024-05-15 17:52:40.255,Juice,Food,130.0
1651,2024-05-15 17:52:10.428,Shawarma 🌯,Food,220.0
1652,2024-05-15 17:51:58.694,RtA,Travel,35.0
1653,2024-05-15 08:17:35.531,Bus,Travel,10.0
1654,2024-05-15 08:17:02.946,AtR,Travel,35.0
1655,2024-05-14 17:55:02.389,Juice,Food,10.0
1656,2024-05-14 17:54:56.837,Bus,Travel,20.0
1657,2024-05-14 17:54:47.434,RtA,Travel,35.0
1658,2024-05-14 17:54:46.663,AtR,Travel,35.0
1659,2024-05-12 17:55:00.000,Snacks,Food,30.0
1660,2024-05-10 13:40:00.000,Snacks,Food,60.0
1661,2024-05-10 12:20:52.330,RtA,Travel,35.0
1662,2024-05-10 12:20:51.356,AtR,Travel,35.0
1664,2024-05-09 14:04:30.298,Snacks,Food,20.0
1665,2024-05-09 14:04:20.041,Breakfast,Food,30.0
1666,2024-05-08 04:14:00.000,Juice,Food,80.0
1667,2024-05-08 04:14:00.000,Bus,Travel,10.0
1668,2024-05-08 04:13:00.000,RtA,Travel,35.0
1669,2024-05-08 03:46:18.433,AtR,Travel,35.0
1670,2024-05-08 03:46:14.380,Bus,Travel,10.0
1671,2024-05-07 13:46:21.123,RtA,Travel,35.0
1672,2024-05-07 13:46:19.740,AtR,Travel,35.0
1673,2024-05-07 03:46:00.000,Shawarma 🌯,Food,120.0
1674,2024-05-07 03:45:00.000,Bus,Travel,10.0
1675,2024-05-06 15:16:28.152,Bus,Travel,10.0
1676,2024-05-06 15:15:51.819,Petrol,Utilities,100.0
1677,2024-05-06 15:15:41.755,RtA,Travel,35.0
1678,2024-05-06 15:15:40.067,AtR,Travel,35.0
1679,2024-05-06 08:43:44.835,Juice,Food,40.0
1680,2024-05-06 08:43:34.035,Lunch,Food,100.0
1682,2024-05-04 03:27:00.000,Petrol,Travel,200.0
1683,2024-05-04 03:27:00.000,Medic,Utilities,20.0
1684,2024-05-03 03:26:00.000,Petrol,Travel,100.0
1685,2024-05-03 03:26:00.000,Recharge,Utilities,266.9
1686,2024-05-03 03:26:00.000,Petrol,Travel,50.0
1688,2024-05-02 06:59:01.605,Juice,Food,80.0
1689,2024-05-02 06:58:52.514,Bus,Travel,10.0
1690,2024-05-02 06:58:47.253,Auto,Travel,20.0
1691,2024-05-02 03:25:00.000,Juice,Food,80.0
1692,2024-05-02 03:25:00.000,Snacks,Food,30.0
1693,2024-05-02 01:49:07.739,Netflix,Utilities,199.0
1696,2024-05-01 16:00:51.168,Recharge,Utilities,155.0
1697,2024-05-01 16:00:00.363,Juice,Food,60.0
1698,2024-05-01 15:57:45.381,RtA,Travel,35.0
1699,2024-05-01 03:50:02.977,AtR,Travel,35.0
1700,2024-05-01 03:25:35.843,Water,Food,30.0
1701,2024-04-30 14:49:49.288,Bus,Travel,10.0
1702,2024-04-30 14:49:41.429,AtR,Travel,35.0
1703,2024-04-30 14:49:29.643,RtA,Travel,35.0
1704,2024-04-30 02:03:00.000,Juice,Food,90.0
1705,2024-04-29 18:43:47.723,Bus,Travel,10.0
1706,2024-04-29 18:43:40.127,RtA,Travel,35.0
1708,2024-04-29 08:51:18.570,Bus,Travel,10.0
1709,2024-04-29 08:51:06.330,AtR,Travel,35.0
1710,2024-04-28 15:27:48.931,Baba,Utilities,500.0
1711,2024-04-28 14:17:36.623,Breakfast,Food,30.0
1712,2024-04-27 14:17:00.000,🍰,Food,100.0
1713,2024-04-27 14:17:00.000,Milk,Utilities,40.0
1714,2024-04-27 14:16:00.000,Snacks,Food,90.0
1715,2024-04-27 14:15:00.000,Water,Food,60.0
1716,2024-04-27 14:07:00.000,Juice,Food,120.0
1717,2024-04-27 14:06:00.000,Water,Food,60.0
1718,2024-04-27 14:06:00.000,Lunch,Food,100.0
1719,2024-04-27 14:04:00.000,Petrol,Travel,100.0
1720,2024-04-26 14:04:00.000,Juice,Food,49.0
1721,2024-04-26 14:04:00.000,Chotu,Utilities,500.0
1722,2024-04-26 14:03:00.000,Snacks,Food,10.0
1723,2024-04-26 14:03:00.000,Drink,Food,49.0
1724,2024-04-26 14:03:00.000,Lunch,Food,120.0
